NAME,DEVICE TYPE,TYPE,DATASET,DATASET STATE,NE107 STATUS,WARNINGS,ERRORS,DESCRIPTION,PACKAGE DEVICE TYPE (ID),PACKAGE MANUFACTURER (ID),PACKAGE PROTOCOL,PACKAGE CLASSIFICATION,PACKAGE TYPE,PACKAGE REVISION,SUPPORTED DEVICE REVISIONS,TOPOLOGY ADDRESS,DEVICE IDENTITY,CUSTOM DEVICE FIELDS,USER MESSAGE
GSA4187101_04, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/101/1/0,E0910089F4,,
GSA4187101_05, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/102/1/0,E091008C35,,
GSA4187101_06, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/103/1/0,E091008C33,,
GSA4187201_12,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
GSA4187201_12, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/101/2/0,E09100908E,,
GSA4187201_13, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/102/2/0,E091008C34,,
GSA4187201_14, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/103/2/.,E0910089F1,,
GSA4187201_15, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/104/2/0,E09102480D,,
GSA4187204_04, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/102/5/0,E091008DB0,,
GSA4187501_17, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/202/3/0,E091008A61,,
GSA4187501_18, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/203/3/0,E091009312,,
GSA4187501_19,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
GSA4187501_19, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/204/3/0,E091008DB6,,
GSA4187501_20, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/101/4/0,E091022DF1,,
GSA4187501_21, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/102/4/0,E091009310,,
GSA4187501_22, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/103/4/0,E091009317,,
GSA4187501_28, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/403/3/0,E3730C0183,,
GSA4187501_29, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/404/3/0,E3730B0632,,
GSA4187501_30, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/401/4/0,E3730C00D8,,
GSA4187501_31, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/402/4/0,E3730C014D,,
GSA4187501_32, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/403/4/0,E373050119,,
GSA4187501_33, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/404/4/0,E37305011A,,
GSA4187501_34, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/401/5/0,E373050116,,
GSA4187501_35, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/402/5/0,E373050117,,
GSA4187501_36,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
GSA4187501_36,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
GSA4187501_36, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/104/4/0,E091009088,,
GSA4187501_37,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
GSA4187501_37, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/105/4/0,E091009564,,
GSA4187501_38,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
GSA4187501_38, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/106/4/0,E09100916A,,
GSA4187601_06, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/204/6/0,E091008B15,,
GSA4187601_07, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/101/7/0,E091008B13,,
GSA4187601_08, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233/Modulebus/102/7/0,E091008A64,,
GSA4188101_01, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20235/Modulebus/101/1/0,E091009316,,
GSP4184211_04,S4000CH (0x0081),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS.CNTRL20168/Modulebus/203/3/0,DF8116B033,,
GSP4184211_05,S4000CH (0x0081),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS.CNTRL20168/Modulebus/204/3/0,DF8116ACC3,,
"HEM_ESD_FGS2.CNTRL20224, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20224,,,
"HEM_ESD_FGS2.CNTRL20227, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20227,,,
"HEM_ESD_FGS2.CNTRL20228, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20228,,,
"HEM_ESD_FGS2.CNTRL20229, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20229,,,
"HEM_ESD_FGS2.CNTRL20231, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20231,,,
"HEM_ESD_FGS2.CNTRL20232, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232,,,
"HEM_ESD_FGS2.CNTRL20233, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20233,,,
"HEM_ESD_FGS2.CNTRL20235, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20235,,,
"HEM_ESD_FGS2.CNTRL20236, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20236,,,
"HEM_PCS.CNTRL10151, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151,,,
"HEM_PCS.CNTRL10152, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152,,,
"HEM_PCS.CNTRL10154, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154,,,
"HEM_PCS.CNTRL10155, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155,,,
"HEM_PCS.CNTRL10163, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10163,,,
"HEM_PCS.CNTRL10164, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10164,,,
"HEM_PCS.CNTRL10166, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10166,,,
"HEM_PCS.CNTRL10167, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10167,,,
"HEM_PCS.CNTRL10181, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181,,,
"HEM_PCS.CNTRL10182, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182,,,
"HEM_PCS.CNTRL10184, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184,,,
"HEM_PCS.CNTRL10196, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10196,,,
"HEM_PCS.CNTRL10197, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10197,,,
"HEM_PCS.CNTRL10199, PM891",,GATEWAY,ONLINE,,,,,,PM891 (0x2190),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10199,,,
"HEM_PSD.CNTRL20151, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20151,,,
"HEM_PSD.CNTRL20152, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20152,,,
"HEM_PSD.CNTRL20153, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20153,,,
"HEM_PSD.CNTRL20154, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20154,,,
"HEM_PSD.CNTRL20155, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20155,,,
"HEM_PSD.CNTRL20197, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20197,,,
"HEM_PSD.CNTRL20199, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20199,,,
"HEM_PSD.CNTRL20200, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20200,,,
"HEM_PSD.CNTRL20201, PM865HI",,GATEWAY,ONLINE,,,,,,PM865HI (0x20C1),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20201,,,
HV641770_13,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./3 PCMP738268/Modulebus/9/6/0,1309A47160,,
HV641775_13,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/9/2/0,1309A3B824,,
HV681210_01_,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/10/6/0,13099AE97F,,
HV681211_01_,DVC6000 (0x0003),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/10/7/0,1303B9A118,,
HV681212_01_,DVC6000 (0x0003),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/10/8/0,1303B9CE2A,,
LIT552151_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,3.7.0,3.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/8/7/0,2606C94E36,,
LIT552151_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,3.7.0,3.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/7/7/0,2606C92574,,
LIT552151_03,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,9.6.0,9.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/6/7/0,2606DB4882,,
LIT612203_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/2/2/0,56E0ACA3F7,,
LIT612203_03,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./6 PCMP738217/Modulebus/2/2/0,56E0ACA3FB,,
LIT622202A_01,LMT Magnetostrictve Level (0x1A9D),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./2 PCMP738270/Modulebus/1/8/0,1A9D3EEADC,,
LIT622221_01,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,Model 706 (0x56E0),Magnetrol ,HART 7,Level,Specific EDD,1.2.0,1.*.*,,,,
LIT622221_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./3 PCMP738270/Modulebus/1/8/0,56E0ACA3FF,,
LIT623201_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./3 PCMP738270/Modulebus/1/7/.,56E0ACA42E,,
LIT623202_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/5/2/0,56E0ACA3F4,,
LIT623202_03,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/5/3/.,56E0ACA402,,
LIT623203_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/6/6/0,56E0AE29F3,,
LIT623203_03,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/7/1/0,56E0ACA3F9,,
LIT623204_01,Model 706 (0x56E0),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./3 PCMP738268/Modulebus/3/5/0,56E0ACA3F2,,
LIT624201_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/7/2/0,2606CF05BF,,
LIT633510_01,VEGABAR 80 series SIL (0x62C2),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/1/2/.,62C2256A7B,,
LIT633512_01,VEGABAR 80 series (0x62C3),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/1/3/.,62C32CC204,,
LIT633520_01,VEGABAR 5x/6x (0x00E2),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,VEGABAR 5x/6x (0x00E2),VEGA Grieshaber KG ,HART 5,Pressure,Specific EDD,2.2.0,2.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/1/4/0,62E26D4B49,,
LIT633522_01,VEGABAR 80 series (0x62C3),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/1/5/0,62C301407B,,
