NAME,DEVICE TYPE,TYPE,DATASET,DATASET STATE,NE107 STATUS,WARNINGS,ERRORS,DESCRIPTION,PACKAGE DEVICE TYPE (ID),PACKAGE MANUFACTURER (ID),PACKAGE PROTOCOL,PACKAGE CLASSIFICATION,PACKAGE TYPE,PACKAGE REVISION,SUPPORTED DEVICE REVISIONS,TOPOLOGY ADDRESS,DEVICE IDENTITY,CUSTOM DEVICE FIELDS,USER MESSAGE
"10, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./6 PCMP738267/Modulebus/10,,,
"10, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/10,,,
"10, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/10,,,
"10, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/10,,,
"10, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/10,,,
"101, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20151/Modulebus/101,,,
"101, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20152/Modulebus/101,,,
"101, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20153/Modulebus/101,,,
"101, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20155/Modulebus/101,,,
"101, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20156/Modulebus/101,,,
"2 PCMP738220, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./2 PCMP738220,,,
"2 PCMP738222, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./2 PCMP738222,,,
"2 PCMP738227, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/2/./2 PCMP738227,,,
"2 PCMP738265, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./2 PCMP738265,,,
"2 PCMP738267, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267,,,
"2 PCMP738270, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./2 PCMP738270,,,
"2 PCMP738281, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/2/./2 PCMP738281,,,
"2, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/2,,,
"2, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/2,,,
"2, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./6 PCMP738217/Modulebus/2,,,
"4 PCMP738216, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./4 PCMP738216,,,
"4 PCMP738218, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./4 PCMP738218,,,
"4 PCMP738221, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./4 PCMP738221,,,
"4 PCMP738223, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223,,,
"4 PCMP738266, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./4 PCMP738266,,,
"4 PCMP738268, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268,,,
"4 PCMP738271, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271,,,
"4, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/4,,,
"4, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/4,,,
"4, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./3 PCMP738218/Modulebus/4,,,
"4, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/4,,,
"4, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/4,,,
"4, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271/Modulebus/4,,,
"4, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/4,,,
"4, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./4 PCMP738218/Modulebus/4,,,
"4, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./6 PCMP738224/Modulebus/4,,,
"401, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20153/Modulebus/401,,,
"401, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20155/Modulebus/401,,,
"5, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/5,,,
"5, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/5,,,
"5, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/5,,,
"5, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./4 PCMP738271/Modulebus/5,,,
"5, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/5,,,
"5, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./3 PCMP738218/Modulebus/5,,,
"5, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./4 PCMP738218/Modulebus/5,,,
"5, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./6 PCMP738222/Modulebus/5,,,
"5, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./5 PCMP738224/Modulebus/5,,,
"5, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./4 PCMP738266/Modulebus/5,,,
"501, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20153/Modulebus/501,,,
"503, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20153/Modulebus/503,,,
"503, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS.CNTRL20207/Modulebus/503,,,
"6 PCMP738217, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./6 PCMP738217,,,
"6 PCMP738219, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./6 PCMP738219,,,
"6 PCMP738222, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./6 PCMP738222,,,
"6 PCMP738224, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./6 PCMP738224,,,
"6 PCMP738267, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./6 PCMP738267,,,
"6 PCMP738269, CI840",,GATEWAY,ONLINE,,,,,,CI840 (0x0630),ABB,PROFIBUS DP,Network,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269,,,
"6, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/6,,,
"6, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/6,,,
"6, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./5 PCMP738271/Modulebus/6,,,
"6, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./6 PCMP738222/Modulebus/6,,,
"6, AO815",,GATEWAY,ONLINE,,,,,,AO815 (0x0A0F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./4 PCMP738266/Modulebus/6,,,
"601, AI880",,GATEWAY,ONLINE,,,,,,AI880/A (0x0D50),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_ESD_FGS.CNTRL20165/Modulebus/601,,,
"7, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/7,,,
"7, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/7,,,
"8, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/8,,,
"8, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./5 PCMP738221/Modulebus/8,,,
"8, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./3 PCMP738223/Modulebus/8,,,
"8, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/8,,,
"8, AI815",,GATEWAY,ONLINE,,,,,,AI815 (0x090F),ABB,GENERIC,Network Component,Specific Device Package,2.7.12562,Not Available,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./6 PCMP738267/Modulebus/8,,,
AIT4187202_03, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20232/Modulebus/101/5/0,E373050113,,
AIT4188102_01A, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20235/Modulebus/104/2/0,E373050112,,
AIT4188102_02A, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20235/Modulebus/105/2/0,E37305010F,,
AIT4188102_03A, (0xE373),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20235/Modulebus/106/2/0,E373050114,,
AIT562208_01,1066 (0x0021),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/8/2/0,2E21BC5719,,
AIT623209_01,Analyzer (0x007F),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./5 PCMP738221/Modulebus/8/3/0,927F0019DC,,
AIT633611_01, (0x0078),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/1/1/0,A078002FA0,,
AIT685203_01,1066 (0x0021),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/8/2/0,2E210A5181,,
AIT685203_02,1066 (0x0021),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/8/7/0,2E21CD0BB4,,
AIT977205_01,1066 (0x0021),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/1/1/0,2E21EC4A21,,
AIT977205_02,1056 (0x0055),DEVICE,ONLINE,NOT IN SYNC,Failure,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/2/2/0,2E558F6ABB,,
CAHE-FIT,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/5/3/0,26066015FF,,
CAHE-PIT,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,Device name not unique,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./6 PCMP738219/Modulebus/2/2/.,26065F5C0D,,
CAHE-PIT,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,Device name not unique,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/7/1/0,26065FF0D1,,
CAHE-PIT,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,Device name not unique,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/7/2/0,26065F479F,,
CAHE-PIT,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,Device name not unique,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/7/3/0,26065F5C09,,
CAHE-TIT,3144 Temp (0x0019),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,Device name not unique,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./6 PCMP738219/Modulebus/5/1/0,26199A8088,,
CAHE-TIT,3144 Temp (0x0019),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,Device name not unique,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./5 PCMP738224/Modulebus/1/4/0,26191F70EA,,
FIT411211_01,8732 (0x003C),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/6/1/0,263C096C59,,
FIT551201_10,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./2 PCMP738220/Modulebus/1/5/0,E0BDFF044B,,
FIT551208_10,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./2 PCMP738220/Modulebus/1/2/0,E0BDFF047C,,
FIT551218_10,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./3 PCMP738223/Modulebus/8/7/0,E0BDFF05E5,,
FIT552203_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./2 PCMP738220/Modulebus/3/7/0,2606D0EF61,,
FIT552203_11,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./2 PCMP738265/Modulebus/7/6/0,E0BD0A0237,,
FIT559203_10,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/4/2/0,E0BDFF056A,,
FIT561216_10,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/6/3/0,26064A853E,,
